price,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Furnished_status,type_of_building,Price_sqft,log_price,has_parking,has_lift,is_new
12500000.0,1800.0,28.576661,77.339673,3,3,2,Unknown,Flat,6944.444444444444,16.341239282272525,1,0,0
5000000.0,1200.0,28.577634811401367,77.39510345458984,3,2,3,Unfurnished,Flat,4166.666666666667,15.424948670398354,0,0,0
12000000.0,1250.0,28.564363,77.24171,2,2,2,Unknown,Flat,9600.0,16.300417291085605,1,1,0
2700000.0,770.0,28.497467041015625,77.027099609375,2,2,1,Semi-Furnished,Flat,3506.493506493506,14.80876270134486,1,1,0
11000000.0,1200.0,28.6017251,77.3178069,3,2,0,Furnished,Flat,9166.666666666666,16.213405921671733,0,0,0
14000000.0,2500.0,28.51766395568848,77.07933044433594,5,5,0,Furnished,Flat,5600.0,16.454567959008102,1,0,0
7500000.0,1675.0,28.446568,76.968477,3,3,0,Unknown,Flat,4477.611940298508,15.830413711839864,0,0,0
12000000.0,2520.0,28.406684,76.952289,4,3,3,Unknown,Flat,4761.9047619047615,16.300417291085605,0,0,0
4100000.0,1000.0,28.503955,77.384451,2,2,2,Unknown,Flat,4100.0,15.226497775576945,1,1,0
3790000.0,1310.0,28.646836,77.508238,2,3,2,Unknown,Flat,2893.1297709923665,15.147876840910817,1,1,1
5200000.0,1065.0,28.63350296020508,77.43159484863281,2,2,3,Semi-Furnished,Flat,4882.629107981221,15.46416937585933,1,1,0
12500000.0,1830.0,28.385432,77.017122,3,3,3,Unknown,Flat,6830.601092896175,16.341239282272525,1,1,0
15200000.0,2268.0,28.41492080688477,77.03590393066406,3,3,2,Semi-Furnished,Flat,6701.940035273368,16.536806051605975,0,0,1
10500000.0,1821.0,28.37561513,76.95761609,3,3,3,Unknown,Individual House,5766.062602965404,16.166885910365842,0,0,0
4000000.0,1115.0,28.309616,77.55859,2,2,0,Unknown,Flat,3587.4439461883408,15.201805169084134,1,1,0
3329999.9999999995,825.0,28.505584,77.410762,2,2,0,Unknown,Individual House,4036.363636363636,15.018483162256882,0,0,0
17000000.0,3500.0,28.63601493835449,77.43365478515625,4,3,2,Semi-Furnished,Flat,4857.142857142857,16.648723960844016,1,1,0
3600000.0,750.0,28.4826489,77.1600563,2,2,2,Semi-Furnished,Flat,4800.0,15.096444681204078,1,1,0
4500000.0,1250.0,28.68176651000977,77.36365509033203,3,2,1,Unfurnished,Flat,3600.0,15.319588176962746,0,0,1
5500000.0,1375.0,28.616204,77.422256,3,3,3,Unknown,Flat,4000.0,15.520258832020865,0,0,0
24500000.0,2797.0,28.400064,77.0959513,4,4,0,Unknown,Individual House,8759.385055416518,17.01418371633128,0,0,0
45000000.0,9000.0,28.45846939086914,77.108642578125,10,10,10,Unfurnished,Flat,5000.0,17.622173069956816,1,0,0
5000000.0,1470.0,28.663705,77.470854,3,2,3,Unknown,Flat,3401.360544217687,15.424948670398354,0,0,0
12500000.0,3150.0,28.40966796875,77.33113861083984,3,3,2,Semi-Furnished,Flat,3968.253968253968,16.341239282272525,0,0,0
7400000.0,1530.0,28.655782,77.3527833,3,2,3,Unknown,Flat,4836.601307189542,15.816990693309524,1,0,0
4100000.0,1200.0,28.69149398803711,77.40766906738281,3,2,0,Furnished,Flat,3416.6666666666665,15.226497775576945,0,0,0
16000000.0,1750.0,28.5593993,77.0596789,3,2,3,Unknown,Flat,9142.857142857143,16.588099342704055,1,1,0
3250000.0,1050.0,28.7001920400432,77.427474,2,2,2,Unknown,Individual House,3095.2380952380954,14.99416586199818,0,0,0
5500000.0,1100.0,28.4088605,77.314687,2,2,2,Unknown,Flat,5000.0,15.520258832020865,1,0,0
9000000.0,1815.0,28.455376,76.97621181,3,3,3,Unknown,Individual House,4958.677685950413,16.012735246411598,1,0,0
17500000.0,1600.0,28.666059494018555,77.15013122558594,3,2,3,Unfurnished,Individual House,10937.5,16.677711496036597,1,1,0
9900000.0,1650.0,28.481460571289062,77.31151580810547,4,3,2,Semi-Furnished,Flat,6000.0,16.108045416114916,0,0,0
8500000.0,1460.0,28.63822364807129,77.3663558959961,3,3,3,Semi-Furnished,Flat,5821.917808219178,15.955576839107596,1,1,0
5890000.0,1150.0,28.6467399597168,77.3709487915039,3,2,2,Semi-Furnished,Flat,5121.739130434783,15.588766725407043,1,1,1
9000000.0,1800.0,28.646093,77.384003,3,2,2,Unknown,Flat,5000.0,16.012735246411598,0,0,0
24000000.0,1632.0,28.666059,77.150134,3,3,3,Unknown,Flat,14705.882352941177,16.993564429978885,1,1,0
12000000.0,1850.0,28.548787,77.346032,3,4,4,Unknown,Flat,6486.486486486487,16.300417291085605,0,0,0
6400000.0,1390.0,28.56118695507,77.3865691983336,3,3,3,Unknown,Flat,4604.3165467625895,15.671808704579888,0,0,0
33000000.0,3699.0,28.401255,77.053437,4,4,3,Unknown,Individual House,8921.330089213301,17.312018149733785,1,1,1
10000000.0,1908.0,28.4913752,77.2908548,4,3,1,Unknown,Individual House,5241.090146750524,16.118095750958314,0,0,0
8500000.0,1550.0,28.5784405855563,77.3814075289833,3,2,3,Unknown,Flat,5483.870967741936,15.955576839107596,1,1,0
7400000.0,1480.0,28.495486,77.25219,3,3,0,Unknown,Individual House,5000.0,15.816990693309524,0,0,0
4300000.0,968.0,28.6493479,77.3696259,3,2,1,Unfurnished,Flat,4442.148760330579,15.274125813221904,0,0,0
5800000.0,1150.0,28.499248504638672,77.42980194091797,2,2,0,Unfurnished,Flat,5043.478260869565,15.573368647930426,0,0,0
9000000.0,1750.0,28.283682,77.047379,3,3,0,Unfurnished,Flat,5142.857142857143,16.012735246411598,0,0,0
3500000.0,800.0,28.63477325439453,77.0490951538086,3,2,1,Unfurnished,Flat,4375.0,15.068273812173887,0,0,1
12500000.0,1700.0,28.5775127933567,77.042535339585,2,2,3,Unknown,Flat,7352.941176470588,16.341239282272525,1,1,0
6200000.0,1210.0,28.5604873040921,77.384084,2,3,3,Unknown,Flat,5123.966942148761,15.64006001130563,1,1,0
2550000.0,540.0,28.49748611450196,77.02713012695312,2,2,1,Semi-Furnished,Flat,4722.222222222223,14.751604309291395,1,1,0
6000000.0,1100.0,28.67613220214844,77.28523254394531,2,2,1,Furnished,Flat,5454.545454545455,15.607270193858982,0,0,0
11000000.0,1610.0,28.513139,77.025952,3,3,3,Unknown,Flat,6832.298136645963,16.213405921671733,0,0,0
11000000.0,2245.0,28.6485932413911,77.3794392124472,4,3,0,Unknown,Individual House,4899.77728285078,16.213405921671733,0,0,0
4100000.0,900.0,28.524024963378903,77.21276092529297,3,2,1,Furnished,Flat,4555.555555555556,15.226497775576945,0,1,1
9300000.0,1490.0,28.37423557,76.95241631,3,3,3,Unknown,Flat,6241.6107382550335,16.04552506565036,0,0,0
7500000.0,1250.0,28.686542510986328,77.29959869384766,3,2,2,Semi-Furnished,Flat,6000.0,15.830413711839864,1,1,0
4500000.0,1130.0,28.4962932685044,77.4085199482841,3,2,2,Unknown,Flat,3982.300884955752,15.319588176962746,0,1,1
9400000.0,1625.0,28.42491581294641,77.486721,3,2,3,Unknown,Individual House,5784.615384615385,16.056220353623207,0,0,1
3400000.0,900.0,28.6485885,77.3533389,2,2,1,Unfurnished,Flat,3777.777777777778,15.039286283703994,0,0,0
7000000.0,1008.0,28.686573028564453,77.29962921142578,3,2,1,Semi-Furnished,Flat,6944.444444444444,15.76142084987672,1,1,0
22500000.0,1900.0,28.543664932250977,77.25489807128906,3,3,2,Unfurnished,Flat,11842.105263157897,16.929025911619092,0,0,0
20000000.0,2428.0,28.423439458762,77.0691066564545,3,4,3,Unknown,Flat,8237.232289950576,16.811242881518265,1,1,0
9700000.0,1250.0,28.4245106404379,77.1013245863658,3,2,2,Unknown,Individual House,7760.0,16.08763654656639,1,1,0
13500000.0,2800.0,28.430349349975582,77.29561614990234,4,4,2,Furnished,Flat,4821.428571428572,16.41820031748273,1,1,0
4500000.0,800.0,28.539813995361328,77.21868133544922,2,2,0,Semi-Furnished,Flat,5625.0,15.319588176962746,0,0,0
2650000.0,608.0,28.634742736816406,77.04910278320312,2,2,1,Unfurnished,Flat,4358.552631578948,14.790070575320824,0,0,0
2900000.0,965.0,28.728555,77.337353,2,2,0,Unknown,Flat,3005.181347150259,14.88022163978423,0,0,0
7000000.0,1256.0,28.5898617123258,77.4034337616235,2,2,1,Unknown,Flat,5573.248407643312,15.76142084987672,0,0,0
79000000.0,7200.0,28.4407383787887,77.1012647429428,5,6,4,Unknown,Flat,10972.222222222224,18.184958423089522,1,1,0
